LR,DT,RF,Kmeans
"[26.64364455  4.30628512 15.83507276 ...  7.45462673  4.46176457
  8.6102424 ]","[14.99927152  3.88420434 14.99927152 ...  3.88420434  3.88420434
  3.88420434]","[16.18316396  5.22610372 17.7143969  ...  5.53547985  5.31670432
  5.53547985]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.65903056  4.31629086 15.84007466 ...  7.46229652  4.46870145
  8.61354786]","[14.99927152  3.88483784 14.99927152 ...  3.88483784  3.88483784
  3.88483784]","[16.09848864  5.25690159 17.26753057 ...  5.57394029  5.31579721
  5.57394029]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.63325518  4.30231684 15.76982981 ...  7.43759197  4.47900921
  8.63500726]","[14.99927152  3.88197487 14.99927152 ...  3.88197487  3.88197487
  3.88197487]","[16.63220184  5.28731161 17.34689717 ...  5.53233098  5.37754163
  5.53233098]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.59014982  4.31178093 15.77308309 ...  7.43952313  4.49278012
  8.63014978]","[14.99927152  3.88573859 14.99927152 ...  3.88573859  3.88573859
  3.88573859]","[16.03489554  5.50970028 16.77921812 ...  5.56606552  5.50970028
  5.56606552]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.58958423  4.34201145 15.75671947 ...  7.46145546  4.52170789
  8.66620862]","[15.06980263  3.8853256  15.06980263 ...  3.8853256   3.8853256
  3.8853256 ]","[16.21645233  5.15411146 16.51300065 ...  5.40407602  5.21437435
  5.40407602]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.58965969  4.33968592 15.75745066 ...  7.46568346  4.50708699
  8.64373562]","[15.06980263  3.87991111 15.06980263 ...  3.87991111  3.87991111
  3.87991111]","[16.35073606  5.2131955  17.19998673 ...  5.45480536  5.27627117
  5.45480536]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.56974784  4.31907758 15.7313669  ...  7.46434155  4.52924535
  8.66116086]","[15.04222222  3.88215235 15.04222222 ...  3.88215235  3.88215235
  3.88215235]","[16.81857104  5.06207341 16.80990776 ...  5.47880937  5.09438231
  5.47880937]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.53699911  4.34361219 15.68749416 ...  7.41115069  4.5609653
  8.67657971]","[15.01337662  3.88278414 15.01337662 ...  3.88278414  3.88278414
  3.88278414]","[15.87108945  5.40235343 16.95363711 ...  5.56994107  5.43419855
  5.56994107]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.54755964  4.35292969 15.68794037 ...  7.42661335  4.55212349
  8.68633962]","[14.99587097  3.86914818 14.99587097 ...  3.86914818  3.86914818
  3.86914818]","[15.99593414  5.29781163 16.65725546 ...  5.59393694  5.29781163
  5.59393694]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.53888845  4.38950449 15.64519888 ...  7.45097631  4.53141898
  8.70474476]","[14.97826923  3.87318866 14.97826923 ...  3.87318866  3.87318866
  3.87318866]","[16.35036433  5.49280409 16.37987223 ...  5.72750257  5.61991132
  5.72750257]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.53938532  4.36353528 15.61671925 ...  7.42720664  4.53707433
  8.70297289]","[14.99751592  3.87259031 14.99751592 ...  3.87259031  3.87259031
  3.87259031]","[15.67091975  5.5154797  16.83699045 ...  5.71241542  5.57626219
  5.71241542]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.55546778  4.35670343 15.6252362  ...  7.45484792  4.53546965
  8.70703179]","[14.99751592  3.87015803 14.99751592 ...  3.87015803  3.87015803
  3.87015803]","[16.52023387  5.51712961 16.45595368 ...  5.74043482  5.66554777
  5.74043482]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.58136737  4.39453965 15.57266581 ...  7.42080903  4.50623393
  8.68812579]","[15.01962025  6.378252   15.01962025 ...  6.378252    6.378252
  6.378252  ]","[16.21511975  5.52986768 16.27837315 ...  5.73514987  5.62293596
  5.73514987]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.5909677   4.40040602 15.57752268 ...  7.42479624  4.49263035
  8.68197785]","[15.01962025  6.38340106 15.01962025 ...  6.38340106  6.38340106
  6.38340106]","[16.23491683  5.42883759 16.97157888 ...  5.86893161  5.64969081
  5.86893161]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.57092813  4.3965624  15.59664738 ...  7.47399774  4.498467
  8.69730422]","[14.9581761   6.38604405 14.9581761  ...  6.38604405  6.38604405
  6.38604405]","[16.26242304  5.51276199 16.47926179 ...  5.77575668  5.66400433
  5.77575668]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.5783194   4.36413217 15.59432587 ...  7.46952224  4.48487327
  8.68381765]","[14.9581761   6.39899736 14.9581761  ...  6.39899736  6.39899736
  6.39899736]","[15.92739822  5.54216425 16.6839756  ...  5.70025013  5.54216425
  5.70025013]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.60132316  4.40399188 15.53563976 ...  7.52606848  4.46934888
  8.6980733 ]","[14.9225      6.28852888 14.9225     ...  6.28852888  6.28852888
  6.28852888]","[16.39734035  5.62680328 16.26624018 ...  5.79296013  5.68886207
  5.79296013]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.45412266  4.46254742 15.52132356 ...  7.49972275  4.47687596
  8.69841671]","[14.9225      6.29056502 14.9225     ...  6.29056502  6.29056502
  6.29056502]","[16.96804391  5.52816445 16.74438952 ...  5.65818703  5.52816445
  5.65818703]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.43963704  4.47169381 15.50617024 ...  7.51884291  4.48422131
  8.71247581]","[14.91931677  6.2964906  14.91931677 ...  6.2964906   6.2964906
  6.2964906 ]","[16.44868986  5.50150363 16.33686455 ...  5.71121741  5.62454251
  5.71121741]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.36596769  4.5415138  15.4726834  ...  7.53778636  4.51061869
  8.72822472]","[14.91931677  6.29724107 14.91931677 ...  6.29724107  6.29724107
  6.29724107]","[16.38373514  5.69819665 17.04201744 ...  5.82061697  5.76135398
  5.82061697]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.35062042  4.56070504 15.49323741 ...  7.55052468  4.54175487
  8.75731781]","[14.91110429  6.29430988 14.91110429 ...  6.29430988  6.29430988
  6.29430988]","[16.71125832  5.6965459  16.82392741 ...  5.86237334  5.7598995
  5.86237334]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.30455972  4.55222769 15.52509363 ...  7.55707705  4.55253391
  8.77101466]","[14.90493902  6.28820763 14.90493902 ...  6.28820763  6.28820763
  6.28820763]","[16.40308383  5.77889941 16.42751935 ...  5.84090914  5.84090914
  5.84090914]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.38156152  4.46872264 15.61752737 ...  7.59118879  4.54861909
  8.76089412]","[14.88127273  6.28789194 14.88127273 ...  6.28789194  6.28789194
  6.28789194]","[16.00793783  5.68617886 16.74886861 ...  5.83091938  5.74815618
  5.83091938]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.37805903  4.44048446 15.5520649  ...  7.57898235  4.55592132
  8.78031754]","[14.88127273  6.27881834 14.88127273 ...  6.27881834  6.27881834
  6.27881834]","[16.37223646  5.61216379 16.42511845 ...  5.94934833  5.83401231
  5.94934833]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.38926342  4.444673   15.54281104 ...  7.56841066  4.60354123
  8.77872556]","[14.88127273  6.28508326 14.88127273 ...  6.28508326  6.28508326
  6.28508326]","[16.14124758  5.62517583 16.62597222 ...  5.79517279  5.71644651
  5.79517279]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.40903911  4.43273807 15.5671984  ...  7.57133609  4.61043683
  8.77329466]","[14.88127273  6.2889607  14.88127273 ...  6.2889607   6.2889607
  6.2889607 ]","[16.02715625  5.64496348 16.17893096 ...  5.75489599  5.67574446
  5.75489599]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.3999908   4.39821088 15.57545292 ...  7.57632601  4.6209358
  8.77687556]","[14.87596386  6.28761077 14.87596386 ...  6.28761077  6.28761077
  6.28761077]","[16.35793155  5.76657924 16.96332093 ...  5.85531083  5.79945465
  5.85531083]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.38551313  4.40248066 15.60646224 ...  7.59740856  4.61786732
  8.77608767]","[14.87596386  6.28090043 14.87596386 ...  6.28090043  6.28090043
  6.28090043]","[16.14826053  5.66613041 16.80485962 ...  5.78144017  5.75808524
  5.78144017]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.37852117  4.41608176 15.6107668  ...  7.60894418  4.61771154
  8.77752441]","[14.87670659  6.28140017 14.87670659 ...  6.28140017  6.28140017
  6.28140017]","[16.02858762  5.6921831  17.03453549 ...  5.89888794  5.7855741
  5.89888794]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.36734292  4.40839407 15.6063019  ...  7.62543482  4.59891009
  8.76133981]","[14.87670659  6.27377797 14.87670659 ...  6.27377797  6.27377797
  6.27377797]","[16.22156767  5.60664983 17.01419318 ...  5.77129778  5.66708997
  5.77129778]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.34338799  4.40181836 15.5985879  ...  7.60632661  4.57055262
  8.74102071]","[14.89232143  6.27508997 14.89232143 ...  6.27508997  6.27508997
  6.27508997]","[16.57944575  5.60063278 16.72027461 ...  5.95460434  5.82064032
  5.95460434]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.29833543  4.38191235 15.60364962 ...  7.61036193  4.57613122
  8.75626624]","[14.87447059  6.27102564 14.87447059 ...  6.27102564  6.27102564
  6.27102564]","[17.00582555  5.73661412 16.57618242 ...  5.82919557  5.79852243
  5.82919557]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
"[26.31103978  4.38380274 15.58532253 ...  7.59850267  4.57017788
  8.74456859]","[14.87447059  6.26811594 14.87447059 ...  6.26811594  6.26811594
  6.26811594]","[15.72788571  5.84324661 16.26857412 ...  5.99155351  5.90763843
  5.99155351]","      Pred_Y  Act_Y
0      17.75  17.75
1       3.25   3.25
2      13.28  13.28
3      17.65  17.65
4      33.13  33.13
...      ...    ...
2927   15.00  16.50
2928   49.00  45.77
2929    6.93   5.89
2930    4.50   3.25
2931    4.50   5.85

[2932 rows x 2 columns]"
